Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
melah,المالح,0.0480877,33,0.0,9.888,0.424652,9.20446,0.0,0.0,1.57,10.7996,23.8327,6.2434,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-04-14 00:00:00
tine,الطين,0.00169275,34,0.0,2.9995,0.0221736,2.76603,0.0,0.0,1.39,2.41094,15.9787,3.6781,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-04-14 00:00:00
sejnane,سجنــــــان,0.15921,9,0.788963,62.6289,1.54975,62.2141,10.4133,129.294,6.74178,48.7006,113.716,41.5457,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-04-14 00:00:00
zarga,الزرقـة,0.0213645,10,0.0,23.374,0.113924,18.5494,0.0,0.31878,2.08,18.1264,20.2507,22.672,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-04-14 00:00:00
kebir,الكبيــر,0.0542382,31,0.0,40.196,0.358966,25.3115,0.0,11.5034,0.804585,19.5768,35.7309,28.5,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-04-14 00:00:00
moula,المولى,0.00249287,32,0.0,18.3094,0.186755,18.4927,0.0,8.00489,0.59641,10.7984,29.9292,20.684,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-04-14 00:00:00
selbarrak,سيدي البــــراق,0.292534,11,0.715,204.359,5.14832,193.705,8.5376,100.795,21.6344,124.602,278.824,132.88,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-04-14 00:00:00
ziatine,الزياتيـن,0.0,12,0.019772,16.664,0.0220776,13.8116,0.313582,5.81187,2.35,9.5465,26.9467,13.9872,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-04-14 00:00:00
gamgoum,القمقـوم,0.0104649,13,0.027,9.26133,0.0854941,4.23058,0.431,3.773,0.154951,2.99198,7.84584,13.8778,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-04-14 00:00:00
harka,الحركـة,0.00581534,35,0.0,13.1563,0.0615504,6.64565,0.0,0.0,1.42,5.19165,22.5227,9.1463,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-04-14 00:00:00
siliana,سليانـــــــة,0.00844634,14,0.0,8.70877,0.113905,5.85851,0.0,0.2189,3.07689,4.30064,30.6112,7.0554,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-04-14 00:00:00
lakhmess,لخمـــــــاس,0.020659,15,4.1e-05,1.79453,0.0595275,0.97084,0.000576,0.015141,1.48475,0.593296,10.121,1.66828,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-04-14 00:00:00
rmil,الرميـــــــل,0.00113093,16,0.0,0.6828,0.0159993,0.662749,0.0,0.0,0.582374,0.409702,9.46679,0.6094,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-04-14 00:00:00
birmcherga,بئر المشارقـــة,0.00964265,17,0.0012,10.2031,0.140547,7.12923,0.0168,0.47672,2.54987,6.58803,23.1127,11.995,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-04-14 00:00:00
rmel,الرمــــــل,0.0,18,0.01075,21.304,0.130047,26.4948,0.1505,1.65036,1.02624,6.10044,15.0163,3.15788,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-04-14 00:00:00
nebhana,نبهانــــــة,0.0,19,0.0,5.99425,0.0391959,5.4248,0.032936,0.322133,1.84899,1.42862,19.2363,2.56784,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-04-14 00:00:00
sidisaad,سيدي سعـــد,0.005959,20,0.0,21.9134,0.368721,4.91416,0.0,0.0,2.67582,3.52613,36.1853,27.1309,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-04-14 00:00:00
elhaouareb,هـــــــوارب,6.72642e-05,21,0.0,0.00576132,0.00838519,5.73656,0.0,0.012421,0.880421,0.19636,12.9459,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-04-14 00:00:00
sficifa,سفيسيفة,0.000176766,22,0.0,1.72971,0.00602967,0.624479,0.0,0.0,0.0109432,0.402871,1.1792,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-04-14 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,0.0,0.0280088,0.407372,0.0,0.022,0.0245687,0.316193,1.46585,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-04-14 00:00:00
elbrek,البــــــــرك,0.0006105,24,0.0,0.06,0.0117216,1.34631,0.0,0.02,0.00478571,0.171037,2.02423,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-04-14 00:00:00
bezirk,بزيـــــــغ,0.00132207,25,0.0,2.9054,0.00627901,3.24895,0.0,0.042,0.385796,0.212553,4.48979,0.18048,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-04-14 00:00:00
chiba,شيبـــــــة,0.000946211,26,0.0,1.00413,0.0111741,1.17353,0.0,0.050184,0.40619,0.000366436,6.15725,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-04-14 00:00:00
masri,مصــــــري,0.00227775,27,0.07,3.85238,0.0294244,3.7159,0.62,4.3417,0.400928,1.22151,4.07087,2.09503,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-04-14 00:00:00
lebna,لبنــــــــة,0.0,28,0.0,4.67598,0.0343015,5.55998,0.0,0.0,0.762047,0.458271,17.3197,0.62763,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-04-14 00:00:00
hma,الحمـــــى,0.00219003,29,0.0,3.62653,0.02283,4.06096,0.0,0.03504,0.060987,0.759769,4.34652,0.3238,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-04-14 00:00:00
abid,العبيـــــــد,0.00178551,30,0.0,4.16646,0.0182767,3.99813,0.0,0.0132,0.221428,0.280715,5.09501,0.798714,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-04-14 00:00:00
mellegue,مـــــلاق,0.0,1,0.021388,23.8835,0.759275,38.0671,0.269918,26.0246,15.1831,7.97891,126.463,8.69166,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-04-13 00:00:00
sarrat,سراط,0.0109121,36,0.079288,6.19502,0.117063,6.46866,0.611177,1.38185,1.382,2.26473,12.7039,5.06509,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-04-13 00:00:00
benmetir,بني مطيــر,0.0,2,0.0432,41.804,0.673312,22.1304,0.5616,12.3237,4.65287,27.7648,39.0006,41.104,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-04-13 00:00:00
kasseb,كســاب,0.0676239,3,0.0648,25.0253,1.86196,24.141,0.8424,14.3478,3.88401,23.5759,39.8924,22.8597,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-04-13 00:00:00
barbara,بربرة,0.0105511,4,0.0,60.5449,0.593932,44.9303,0.611604,35.8951,8.57463,68.016,76.6942,59.7173,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-04-13 00:00:00
sidisalem,سيدي ســــالم,0.0980958,5,0.0432,124.615,9.78641,76.1884,0.55548,76.1281,45.272,116.806,339.002,239.314,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-04-13 00:00:00
bouheurtma,بو هرتمـــــه,0.126809,6,0.124853,50.637,1.69905,40.6537,0.797804,36.9561,8.32129,48.9843,72.8876,71.1948,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-04-13 00:00:00
joumine,جوميــــــن,0.0864733,7,0.108592,26.3971,1.89128,32.254,1.29418,18.1115,6.67555,28.418,69.6861,32.2075,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-04-13 00:00:00
ghezala,غزالـــــــة,0.00632837,8,0.0,2.15619,0.0634677,2.21405,0.0,0.0,0.955746,2.63034,8.6646,2.85893,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-04-13 00:00:00
melah,المالح,0.0365238,33,0.0,9.84,0.376564,9.15638,0.0,0.0,1.57,10.7873,23.7803,6.301,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-04-13 00:00:00
tine,الطين,0.0,34,0.0,2.9995,0.0204809,2.76433,0.0,0.0,1.39,2.40263,15.9323,3.6781,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-04-13 00:00:00
sejnane,سجنــــــان,0.0577041,9,0.780103,62.6289,1.39053,62.0549,9.62432,128.505,6.74178,48.6764,113.491,41.3561,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-04-13 00:00:00
zarga,الزرقـة,0.0,10,0.0,23.356,0.0925597,18.528,0.0,0.31878,2.08,18.1182,20.1813,22.78,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-04-13 00:00:00
kebir,الكبيــر,0.0317758,31,0.0,40.1444,0.304728,25.2572,0.0,11.5034,0.804585,19.5711,35.7041,28.5,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-04-13 00:00:00
moula,المولى,0.00299145,32,0.0,18.3094,0.184262,18.4902,0.0,8.00489,0.59641,10.7901,29.9093,20.732,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-04-13 00:00:00
selbarrak,سيدي البــــراق,0.38078,11,0.8046,204.824,4.85579,193.412,7.8226,100.08,21.6344,124.407,278.103,133.077,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-04-13 00:00:00
ziatine,الزياتيـن,0.00649785,12,0.027049,16.6884,0.0220776,13.8116,0.29381,5.7921,2.35,9.52968,26.8683,14.0144,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-04-13 00:00:00
gamgoum,القمقـوم,0.0,13,0.037,9.27853,0.0750292,4.22012,0.404,3.746,0.154951,2.99198,7.84067,13.9129,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-04-13 00:00:00
harka,الحركـة,0.0,35,0.0,13.1563,0.055735,6.63984,0.0,0.0,1.42,5.19165,22.4753,9.1683,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-04-13 00:00:00
siliana,سليانـــــــة,0.0111009,14,0.0,8.70877,0.105459,5.85006,0.0,0.2189,3.07689,4.29047,30.5086,7.0554,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-04-13 00:00:00
lakhmess,لخمـــــــاس,0.00171827,15,4.3e-05,1.77511,0.0388685,0.950181,0.000535,0.0151,1.48475,0.590693,10.0715,1.66828,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-04-13 00:00:00
rmil,الرميـــــــل,0.0015966,16,0.0,0.6828,0.0148683,0.661618,0.0,0.0,0.582374,0.40808,9.44738,0.6094,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-04-13 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.0012,10.2031,0.130905,7.11958,0.0156,0.47552,2.54987,6.58803,23.0277,12.0298,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-04-13 00:00:00
rmel,الرمــــــل,0.0,18,0.01075,21.3574,0.130047,26.4948,0.13975,1.63961,1.02624,6.10044,14.9821,3.2225,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-04-13 00:00:00
nebhana,نبهانــــــة,0.0,19,0.00626,6.01042,0.0391959,5.4248,0.032936,0.322133,1.84899,1.42615,19.1747,2.56784,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-04-13 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.0,21.9134,0.362762,4.9082,0.0,0.0,2.67582,3.52613,36.0961,27.2021,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-04-13 00:00:00
elhaouareb,هـــــــوارب,7.17485e-05,21,0.0,0.00576132,0.00831792,5.7365,0.0,0.012421,0.880421,0.196283,12.9165,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-04-13 00:00:00
sficifa,سفيسيفة,0.000530297,22,0.0,1.72971,0.00585291,0.624303,0.0,0.0,0.0109432,0.40258,1.17884,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-04-13 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,0.0,0.0280088,0.407372,0.0,0.022,0.0245687,0.315416,1.46503,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-04-13 00:00:00
elbrek,البــــــــرك,0.0008547,24,0.0,0.06,0.0111111,1.3457,0.0,0.02,0.00478571,0.170671,2.02407,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-04-13 00:00:00
bezirk,بزيـــــــغ,0.0,25,0.0,2.9054,0.00495694,3.24763,0.0,0.042,0.385796,0.212072,4.47693,0.18048,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-04-13 00:00:00
chiba,شيبـــــــة,0.0,26,0.0,1.00413,0.0102279,1.17258,0.0,0.050184,0.40619,0.000364381,6.14371,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-04-13 00:00:00
masri,مصــــــري,0.000694405,27,0.07,3.92133,0.0271466,3.71363,0.55,4.2717,0.400928,1.22151,4.05751,2.05044,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-04-13 00:00:00
lebna,لبنــــــــة,0.00343299,28,0.0,4.69688,0.0343015,5.55998,0.0,0.0,0.762047,0.456163,17.2943,0.62763,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-04-13 00:00:00
hma,الحمـــــى,0.0,29,0.0,3.62653,0.02064,4.05877,0.0,0.03504,0.060987,0.759769,4.34449,0.32828,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-04-13 00:00:00
abid,العبيـــــــد,0.00210805,30,0.0,4.16646,0.0164912,3.99634,0.0,0.0132,0.221428,0.280715,5.08763,0.801669,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-04-13 00:00:00
mellegue,مـــــلاق,0.0,1,0.02,23.9264,0.759275,38.0671,0.24853,26.0032,15.1831,7.9533,125.957,8.6706,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-04-12 00:00:00
sarrat,سراط,0.026193,36,0.082584,6.26943,0.106151,6.45775,0.531889,1.30256,1.382,2.25795,12.6578,5.07574,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-04-12 00:00:00
benmetir,بني مطيــر,0.0212261,2,0.0432,41.854,0.673312,22.1304,0.5184,12.2805,4.65287,27.7534,38.8455,41.129,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-04-12 00:00:00
kasseb,كســاب,0.0676239,3,0.0648,25.0253,1.79433,24.0734,0.7776,14.283,3.88401,23.5759,39.7629,22.8988,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-04-12 00:00:00
barbara,بربرة,0.012013,4,0.0,60.5449,0.583381,44.9198,0.611604,35.8951,8.57463,67.9549,76.4084,59.7586,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-04-12 00:00:00
sidisalem,سيدي ســــالم,0.299133,5,0.0432,124.615,9.68831,76.0903,0.51228,76.0849,45.272,116.703,337.493,240.143,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-04-12 00:00:00
bouheurtma,بو هرتمـــــه,0.0678459,6,0.117325,50.637,1.57224,40.5268,0.672951,36.8313,8.32129,48.9843,72.6102,71.3783,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-04-12 00:00:00
joumine,جوميــــــن,0.077332,7,0.099448,26.424,1.8048,32.1675,1.18559,18.0029,6.67555,28.3956,69.4636,32.2979,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-04-12 00:00:00
ghezala,غزالـــــــة,0.00113471,8,0.0,2.15105,0.0571393,2.20772,0.0,0.0,0.955746,2.60552,8.63274,2.84745,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-04-12 00:00:00
melah,المالح,0.0245222,33,0.0,9.804,0.340041,9.11985,0.0,0.0,1.57,10.7781,23.728,6.3586,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-04-12 00:00:00
tine,الطين,0.0033948,34,0.0,3.0112,0.0204809,2.76433,0.0,0.0,1.39,2.39608,15.886,3.6781,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-04-12 00:00:00
sejnane,سجنــــــان,0.0989815,9,0.779023,62.6289,1.33283,61.9972,8.84422,127.725,6.74178,48.6579,113.267,41.2044,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-04-12 00:00:00
zarga,الزرقـة,0.00414097,10,0.0,23.374,0.0925597,18.528,0.0,0.31878,2.08,18.1182,20.112,22.924,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-04-12 00:00:00
kebir,الكبيــر,0.00685229,31,0.0,40.1186,0.272952,25.2255,0.0,11.5034,0.804585,19.5625,35.6773,28.5,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-04-12 00:00:00
moula,المولى,0.014156,32,0.0,18.3094,0.181271,18.4873,0.0,8.00489,0.59641,10.7837,29.8894,20.78,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-04-12 00:00:00
selbarrak,سيدي البــــراق,0.0327099,11,0.7095,205.299,4.47501,193.031,7.018,99.2757,21.6344,124.407,277.382,133.47,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-04-12 00:00:00
ziatine,الزياتيـن,0.00284172,12,0.021079,16.7128,0.0155798,13.8051,0.266761,5.76505,2.35,9.51393,26.79,14.0417,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-04-12 00:00:00
gamgoum,القمقـوم,0.00653398,13,0.031,9.32152,0.0750292,4.22012,0.367,3.709,0.154951,2.99198,7.83551,13.948,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-04-12 00:00:00
harka,الحركـة,0.00702812,35,0.0,13.1793,0.055735,6.63984,0.0,0.0,1.42,5.18678,22.428,9.1683,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-04-12 00:00:00
siliana,سليانـــــــة,0.0113422,14,0.0,8.70877,0.0943577,5.83896,0.0,0.2189,3.07689,4.28143,30.406,7.0554,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-04-12 00:00:00
lakhmess,لخمـــــــاس,0.00179472,15,4.5e-05,1.77511,0.0371502,0.948463,0.000492,0.015057,1.48475,0.588395,10.022,1.66828,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-04-12 00:00:00
rmil,الرميـــــــل,0.00162986,16,0.0,0.6828,0.0132717,0.660022,0.0,0.0,0.582374,0.40808,9.42797,0.6133,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-04-12 00:00:00
birmcherga,بئر المشارقـــة,0.0106357,17,0.0012,10.2354,0.130905,7.11958,0.0144,0.47432,2.54987,6.57795,22.9427,12.0298,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-04-12 00:00:00
rmel,الرمــــــل,0.0,18,0.01075,21.4108,0.130047,26.4948,0.129,1.62886,1.02624,6.10044,14.9479,3.26558,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-04-12 00:00:00
nebhana,نبهانــــــة,0.00857618,19,0.00562,6.02658,0.0391959,5.4248,0.026676,0.315873,1.84899,1.4241,19.1131,2.56784,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-04-12 00:00:00
sidisaad,سيدي سعـــد,0.0108368,20,0.0,21.9785,0.362762,4.9082,0.0,0.0,2.67582,3.52613,36.007,27.2733,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-04-12 00:00:00
elhaouareb,هـــــــوارب,7.26454e-05,21,0.0,0.00576132,0.00824617,5.73643,0.0,0.012421,0.880421,0.19621,12.8872,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-04-12 00:00:00
sficifa,سفيسيفة,0.000441914,22,0.0,1.72971,0.00532261,0.623772,0.0,0.0,0.0109432,0.402492,1.17847,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-04-12 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,0.0,0.0280088,0.407372,0.0,0.022,0.0245687,0.314899,1.46421,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-04-12 00:00:00
elbrek,البــــــــرك,0.001221,24,0.0,0.06,0.0102564,1.34485,0.0,0.02,0.00478571,0.170305,2.02391,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-04-12 00:00:00
bezirk,بزيـــــــغ,0.0,25,0.0,2.9128,0.00495694,3.24763,0.0,0.042,0.385796,0.212072,4.46407,0.18234,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-04-12 00:00:00
chiba,شيبـــــــة,0.00128015,26,0.0,1.0103,0.0102279,1.17258,0.0,0.050184,0.40619,0.000362489,6.13017,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-04-12 00:00:00
masri,مصــــــري,0.00687391,27,0.07,3.9928,0.0264522,3.71293,0.48,4.2017,0.400928,1.22151,4.04414,2.00089,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-04-12 00:00:00
lebna,لبنــــــــة,0.00436926,28,0.0,4.69688,0.0308685,5.55655,0.0,0.0,0.762047,0.456163,17.2689,0.634985,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-04-12 00:00:00
hma,الحمـــــى,0.00335366,29,0.0,3.63538,0.02064,4.05877,0.0,0.03504,0.060987,0.759769,4.34246,0.332761,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-04-12 00:00:00
abid,العبيـــــــد,0.0,30,0.0,4.16646,0.0143831,3.99423,0.0,0.0132,0.221428,0.279913,5.08025,0.801669,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-04-12 00:00:00
mellegue,مـــــلاق,0.0288613,1,0.02,23.9693,0.759275,38.0671,0.22853,25.9832,15.1831,7.94877,125.451,8.6706,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-04-11 00:00:00
sarrat,سراط,0.00223139,36,0.059998,6.33145,0.0799583,6.43155,0.449305,1.21998,1.382,2.23713,12.6117,5.12903,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-04-11 00:00:00
benmetir,بني مطيــر,0.0208488,2,0.0432,41.879,0.652086,22.1092,0.4752,12.2373,4.65287,27.692,38.6904,41.104,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-04-11 00:00:00
kasseb,كســاب,0.0877764,3,0.0648,25.0253,1.72671,24.0058,0.7128,14.2182,3.88401,23.5759,39.6335,22.9379,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-04-11 00:00:00
barbara,بربرة,0.0106782,4,0.0,60.5449,0.571368,44.9078,0.611604,35.8951,8.57463,67.8529,76.1226,59.7586,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-04-11 00:00:00
sidisalem,سيدي ســــالم,0.511108,5,0.0432,124.41,9.38918,75.7912,0.46908,76.0417,45.272,116.669,335.984,240.972,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-04-11 00:00:00
bouheurtma,بو هرتمـــــه,0.0567627,6,0.106632,50.6892,1.50439,40.459,0.555626,36.714,8.32129,48.9843,72.3329,71.5617,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-04-11 00:00:00
joumine,جوميــــــن,0.133526,7,0.097048,26.4509,1.72747,32.0902,1.08614,17.9034,6.67555,28.3403,69.241,32.3583,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-04-11 00:00:00
ghezala,غزالـــــــة,0.00108871,8,0.0,2.15105,0.0560046,2.20658,0.0,0.0,0.955746,2.57848,8.60088,2.83596,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-04-11 00:00:00
melah,المالح,0.0243474,33,0.0,9.78,0.315518,9.09533,0.0,0.0,1.57,10.7781,23.6757,6.4354,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-04-11 00:00:00
tine,الطين,0.0,34,0.0,3.0112,0.0170861,2.76094,0.0,0.0,1.39,2.38954,15.8397,3.6781,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-04-11 00:00:00
sejnane,سجنــــــان,0.133602,9,0.720768,62.6777,1.23385,61.8982,8.0652,126.945,6.74178,48.6579,113.042,41.0906,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-04-11 00:00:00
zarga,الزرقـة,0.00362335,10,0.0,23.374,0.0884188,18.5239,0.0,0.31878,2.08,18.1029,20.0427,23.014,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-04-11 00:00:00
kebir,الكبيــر,0.00527099,31,0.0,40.1186,0.2661,25.2186,0.0,11.5034,0.804585,19.5625,35.6505,28.52,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-04-11 00:00:00
moula,المولى,0.0136561,32,0.0,18.2987,0.167115,18.4731,0.0,8.00489,0.59641,10.7837,29.8695,20.84,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-04-11 00:00:00
selbarrak,سيدي البــــراق,0.0292983,11,0.7095,206.028,4.4423,192.999,6.3085,98.5662,21.6344,124.374,276.661,133.864,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-04-11 00:00:00
ziatine,الزياتيـن,0.0,12,0.022794,16.7372,0.0127381,13.8022,0.245682,5.74398,2.35,9.51393,26.7117,14.0689,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-04-11 00:00:00
gamgoum,القمقـوم,0.00886976,13,0.032,9.34732,0.0684952,4.21359,0.336,3.678,0.154951,2.99198,7.83034,13.9597,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-04-11 00:00:00
harka,الحركـة,0.00702812,35,0.0,13.1793,0.0487069,6.63281,0.0,0.0,1.42,5.18192,22.3807,9.1683,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-04-11 00:00:00
siliana,سليانـــــــة,0.0106183,14,0.0,8.70877,0.0830154,5.82762,0.0,0.2189,3.07689,4.27126,30.3035,7.0554,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-04-11 00:00:00
lakhmess,لخمـــــــاس,0.00530719,15,4.2e-05,1.77511,0.0353555,0.946668,0.000447,0.015012,1.48475,0.588395,9.97252,1.67314,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-04-11 00:00:00
rmil,الرميـــــــل,0.00139702,16,0.0,0.6828,0.0116419,0.658392,0.0,0.0,0.582374,0.406455,9.40855,0.6133,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-04-11 00:00:00
