CRE;Ecole primaire;Nombre total des élèves;Nombre des élèves bénifiçiares de la cantine;Adresse de l'école;Distance entre le banque d'alimentation et l'école;Contient une salle à manger (oui/non);Long;Lat
القصرين;م.إ. الحمار;199;120;سبيطلة;38;نعم;9,091781;35,361826
القصرين;م.إ. مشرق الشمس;135;112;سبيطلة;40;نعم;9,029128;35,380282
القصرين;م.إ. أولاد عبد المولاه;114;104;سبيطلة;40;نعم;9,163519;35,154923
القصرين;م.إ. وادي مساهل;90;116;سبيطلة;42;نعم;8,95572;35,393701
القصرين;م.إ. الطربخانة;301;247;سبيطلة;44;نعم;8,955398;35,427267
القصرين;م.إ. وادي المعيو;301;150;سبيطلة;45;نعم;9,226378;35,207929
القصرين;م.إ. الغضابنية;202;183;سبيطلة;45;نعم;9,205332;35,151046
القصرين;م.إ. زاوية بن عمار;56;57;سبيطلة;45;نعم;8,885645;35,35397
القصرين;م.إ. الجراولة;107;84;سبيطلة;45;نعم;9,124179;35,335227
القصرين;م.إ. الغرادق;118;88;سبيطلة;45;نعم;9,077943;35,144256
القصرين;م.إ. فج الطفل;110;100;سبيطلة;52;نعم;9,150772;35,366808
القصرين;م.إ. فيض المثنان;218;230;سبيطلة;55;نعم;8,842217;35,144414
القصرين;م.إ. سيدي عبدالله;41;43;سبيطلة;60;نعم;8,99787;35,404156
القصرين;م.إ. عين الخريبة;75;87;جدليان;93;نعم;8,9163496;35,693795
القصرين;م.إ. عين أم جدور;28;34;جدليان;95;نعم;8,9378209;35,637963
القصرين;م.إ. البلد;43;60;جدليان;100;نعم;8,8796613;35,570453
القصرين;م.إ. بئر سفيان;70;83;جدليان;100;نعم;8,9089088;35,598356
القصرين;م.إ. هنشير الحمام;41;30;جدليان;100;نعم;8,8696605;35,700888
القصرين;م.إ. البياض بوعرعار;44;43;جدليان;104;نعم;8,9443073;35,506173
القصرين;م.إ. عين الحمادنة;113;118;جدليان;108;نعم;8,829982;35,669354
القصرين;م.إ. سيدي علي بهلول;67;81;جدليان;110;نعم;8,8422448;35,737489
القصرين;م.إ. عين الجديدة;78;87;جدليان;118;نعم;8,7855213;35,628649
القصرين;م.إ. الزلافنة الحوالة;89;96;جدليان;118;نعم;8,8135714;35,529165
القصرين;م.إ. القنة;261;194;سبيبة;70;نعم;9,120924;35,444136
القصرين;م.إ. نور المعارف;319;172;سبيبة;77;نعم;9,098152;35,510183
القصرين;م.إ. بومفتاح;350;244;سبيبة;80;نعم;9,150015;35,479937
القصرين;م.إ. الذراع;233;197;سبيبة;82;نعم;9,168966;35,504902
القصرين;م.إ. ولجة عقيل;137;92;سبيبة;85;نعم;9,01479;35,525784
القصرين;م.إ. الكنترة;335;358;سبيبة;87;نعم;9,147438;35,580209
القصرين;م.إ. فتح الغلايقية;427;263;سبيبة;88;نعم;9,138449;35,600973
القصرين;م.إ. البعـازة;106;85;سبيبة;90;نعم;9,058214;35,525594
القصرين;م.إ. اولاد سعـد;78;87;سبيبة;91;نعم;9,213749;35,539422
القصرين;م.إ. سيدي ابراهيم الزهار;264;220;سبيبة;92;نعم;9,194291;35,521942
القصرين;م.إ. عين زيان 2;251;164;سبيبة;92;نعم;9,181529;35,432232
القصرين;م.إ. عين زيان 1;207;212;سبيبة;95;نعم;9,174032;35,408761
القصرين;م.إ. الجوابلية;183;120;سبيبة;98;نعم;9,195347;35,540369
القصرين;م.إ. الخضاورية;25;25;سبيبة;101;نعم;9,269289;35,526966
القصرين;م.إ. وادي الكرم;48;56;سبيبة;102;نعم;9,157241;35,519439
القصرين;م.إ. الثماد;269;240;سبيبة;103;نعم;9,10092;35,481899
القصرين;م.إ. الحسناوي;145;115;سبيبة;104;نعم;9,225448;35,465498
القصرين;م.إ. الجباس;72;84;سبيبة;107;نعم;9,293243;35,491686
القصرين;م.إ. الفرش;98;80;سبيبة;110;نعم;8,73545;34,925412
القصرين;م.إ. هنشير القمرية;79;77;تالة;30;نعم;8.6684443;35.705506
القصرين;م.إ. هندي الدولة;85;81;تالة;30;نعم;8,748258065;35,42255727
القصرين;م.إ. هنشير الورغي;198;155;تالة;37;نعم;8,772261562;35,46630031
القصرين;م.إ. زلفان الغربية;149;124;تالة;40;نعم;8,774530074;35,44195538
القصرين;م.إ. السفايـة;27;23;تالة;50;نعم;8,7055473;35,490966
القصرين;م.إ. بئر شعبان;36;37;تالة;54;نعم;8,7045789;35,448143
القصرين;م.إ. الشار 1;151;137;تالة;54;نعم;8,6777833;35,566096
القصرين;م.إ. الزعفران;14;39;تالة;58;نعم;8,6687054;35,657722
القصرين;م.إ. شاكر الاحواز;70;57;تالة;60;نعم;8,643191;35,638927
القصرين;م.إ. الجوى2;143;127;تالة;60;نعم;8,7749564;35,50456
القصرين;م.إ. الحمام;24;26;تالة;63;نعم;8,5992966;35,622543
القصرين;م.إ. العرقوب1;34;26;تالة;63;نعم;8,7211169;35,750024
القصرين;م.إ. الشافعي;80;75;تالة;64;نعم;8,651356005;35,57734841
القصرين;م.إ. عمرون;45;52;تالة;65;نعم;8,776015873;35,69749359
القصرين;م.إ. سيدي امحمد;39;40;تالة;70;نعم;8,7479565;35,7297124
القصرين;م.إ. جبل بولحناش;82;79;تالة;62;نعم;8,664015228;35,71438946
القصرين;م.إ. عين الدفلى;73;62;حيدرة;73;نعم;8,574434;35,617653
القصرين;م.إ. 18 جانفي حيدرة 1;328;208;حيدرة;81;نعم;8,448042607;35,56402307
القصرين;م.إ. طباقة;112;116;حيدرة;86;نعم;8,470800011;35,5259447
القصرين;م.إ. ابو القاسم الشابي هنشير بوعنــز;26;33;حيدرة;88;نعم;8,482459;35,533367
القصرين;م.إ. الأجرد;53;46;حيدرة;96;نعم;8,456704;35,558086
القصرين;م.إ. المريرة;18;23;حيدرة;96;نعم;8,453162;35,64049
القصرين;م.إ. الجباس;60;59;فوسانة;13;نعم;9,293243;35,491686
القصرين;م.إ. المراونة;104;94;فوسانة;15;نعم;8,733067;35,300063
القصرين;م.إ. أولاد منصور;131;93;فوسانة;19;نعم;8,670158;35,252791
القصرين;م.إ. خمودة الجنوبية;171;161;فوسانة;19;نعم;8,715519;35,33695
القصرين;م.إ. هنشير خليل;183;168;فوسانة;20;نعم;8,626026;35,287091
القصرين;م.إ. أولاد بنجاح;239;130;فوسانة;22;نعم;8,746376;35,353807
القصرين;م.إ. خمودة الشمالية;281;170;فوسانة;22;نعم;8,72006;35,353155
القصرين;م.إ. الهريش;75;80;فوسانة;23;نعم;8,697591;35,304748
القصرين;م.إ. البنانة;61;64;فوسانة;27;نعم;8,746767;35,352472
القصرين;م.إ. أولاد نصر الله;30;24;فوسانة;27;نعم;8,372596;35,134048
القصرين;م.إ. هنشير الصيودة;186;167;فوسانة;29;نعم;8,616527;35,335963
القصرين;م.إ. السواني;79;72;فوسانة;29;نعم;8,676127;35,319208
القصرين;م.إ. هنشير سعد;34;32;فوسانة;30;نعم;8,619059;35,263198
القصرين;م.إ. الفتح;647;200;فوسانة;32;نعم;8,629845598;35,35500182
القصرين;م.إ. زاوية المولدي;144;130;فوسانة;33;نعم;8,536974;35,311157
القصرين;م.إ. أم الاحواض;176;125;فوسانة;34;نعم;8,530403;35,358663
القصرين;م.إ. وادي الرشح;413;256;فوسانة;35;نعم;8,72396;35,388499
القصرين;م.إ. العذيــرة;157;112;فوسانة;37;نعم;8,497592;35,344796
القصرين;م.إ. أولاد بركة;136;100;فوسانة;37;نعم;8,608383;35,372386
القصرين;م.إ. أولاد زيد;45;44;فوسانة;39;نعم;8,645073;35,34953
القصرين;م.إ. أولاد غانم;91;86;فوسانة;44;نعم;8,591079;35,402006
القصرين;م.إ. بودرياس;502;242;فوسانة;45;نعم;8,4792676;35,242835
القصرين;م.إ. السلطنية;117;98;فوسانة;49;نعم;8,4732;35,246013
القصرين;م.إ. الحازة;0;13;فوسانة;50;نعم;8,404854;35,368423
القصرين;م.إ. بيرانو;101;88;فوسانة;55;نعم;8,721548;35,38964
القصرين;م.إ. عين الجنان;391;232;فوسانة;60;نعم;8,346949;35,312468
القصرين;م.إ. منزل نور;110;80;فوسانة;60;نعم;8,352512;35,399206
القصرين;م.إ. ذراع الجديد;139;102;فوسانة;65;نعم;8,400043;35,402933
القصرين;م.إ. التوايتية;106;108;العيون;35;نعم;8,821226296;35,379469
القصرين;م.إ. القرين;92;86;العيون;38;نعم;8,8602693;35,388588
القصرين;م.إ. طاهر بن زعرة;244;219;العيون;42;نعم;8,837648721;35,422304
القصرين;م.إ. الشوابيـة;190;125;العيون;45;نعم;8,8655889;35,421242
القصرين;م.إ. هنشير البقر;101;90;العيون;45;نعم;8,8896521;35,423802
القصرين;م.إ. وادي البرك;168;119;العيون;49;نعم;8,819207006;35,46898723
القصرين;م.إ. أفرينة;85;54;العيون;51;نعم;8,8512327;35,507334
القصرين;م.إ. الصويدات;162;141;العيون;54;نعم;8,850547;35,442432
القصرين;م.إ. دوار الحاج سعد;160;117;العيون;54;نعم;8,814194353;35,440305
القصرين;م.إ. الصخيرة البيضاء;333;257;العيون;56;نعم;8,899369732;35,463857
القصرين;م.إ. النور;565;369;العيون;56;نعم;8,884718248;35,538917
القصرين;م.إ. البواجر;68;88;العيون;64;نعم;8,83342;35,593347
القصرين;م.إ. عين السلسلة;95;96;العيون;65;نعم;8,9219096;35,591011
القصرين;م.إ. عين بوعرعـار;44;47;العيون;66;نعم;8,9443073;35,506173
القصرين;م.إ. الزوارعية;120;104;العيون;69;نعم;8,969496795;35,497072
القصرين;م.إ. بولعابة;114;85;القصرين الشمالية;13;نعم;8,738519;35,246897
القصرين;م.إ. العويجة;86;65;القصرين الجنوبية;10;نعم;8,809563;35,115535
القصرين;م.إ. المثنانية;93;70;القصرين الجنوبية;10;نعم;8,842217;35,144414
القصرين;م.إ. بوصفة;228;159;القصرين الجنوبية;13;نعم;8,704367;35,107025
القصرين;م.إ. القواسم;121;97;القصرين الجنوبية;14;نعم;8,863572;35,228506
القصرين;م.إ. عين نوبة;22;13;القصرين الجنوبية;15;نعم;8,945976;35,151805
القصرين;م.إ. هنشير القصعة;158;134;القصرين الجنوبية;15;نعم;8.862345814704895;35.23315844954147
القصرين;م.إ. البريج;59;55;القصرين الجنوبية;17;نعم;8,952146;35,205876
القصرين;م.إ. وسنينت;164;127;القصرين الجنوبية;17;نعم;8,844333;35,114119
القصرين;م.إ. الطرش;133;147;القصرين الجنوبية;18;نعم;8,871506;35,255037
القصرين;م.إ. سيدي حراث;150;139;القصرين الجنوبية;20;نعم;8,8109473;35,240801
القصرين;م.إ. الوشواشة;40;44;القصرين الجنوبية;20;نعم;8,423226;35,62963
القصرين;م.إ. فج بوحسين;75;55;القصرين الجنوبية;24;نعم;8.863572;35.228506
القصرين;م.إ. فج النعام;273;222;القصرين الجنوبية;25;نعم;8,659048;35,074329
القصرين;م.إ. كدية موسى;86;75;القصرين الجنوبية;26;نعم;8,726102;35,100583
القصرين;م.إ. الفرش 2;29;40;القصرين الجنوبية;33;نعم;8,703112;34,962482
القصرين;م.إ. المقيسمات;26;47;القصرين الجنوبية;44;نعم;8,745094;35,124637
القصرين;م.إ. الامتياز;35;250;فريانة;45;نعم;8,848734664;35,475405
القصرين;م.إ. بوحية;80;66;فريانة;45;نعم;8,516606761;35,11837299
القصرين;م.إ. السنك;88;98;فريانة;45;نعم;8,486006997;35,08543223
القصرين;م.إ. أولاد خضرة;74;56;فريانة;45;نعم;8,54817447;35,12574209
القصرين;م.إ. الدرابلية;103;90;فريانة;45;نعم;8,486351476;34,98984068
القصرين;م.إ. قارة النعام;117;144;فريانة;50;نعم;8,506792377;35,03281569
القصرين;م.إ. الرياض;69;64;فريانة;50;نعم;8,4774109;34,91301
القصرين;م.إ. قوبل;191;166;فريانة;50;نعم;8,524233886;35,00346783
القصرين;م.إ. المساعدية;36;32;فريانة;50;نعم;8,373127573;34,94937239
القصرين;م.إ. أولاد سالم;44;33;فريانة;55;نعم;8,3898238;34,918862
القصرين;م.إ. الصخيرات;123;89;فريانة;60;نعم;8,3723571;34,866446
القصرين;م.إ. درناية;71;66;فريانة;60;نعم;8,463668036;35,13224638
القصرين;م.إ. عبد العظيم;29;25;فريانة;60;نعم;8,524476;35,226873
القصرين;م.إ. أم علي;71;52;فريانة;65;نعم;8,3732594;35,04056756
القصرين;م.إ. أولاد ابراهيم;59;53;فريانة;65;نعم;8,337974;34,852646
القصرين;م.إ. السراقية;59;45;فريانة;70;نعم;8,317892795;34,83801461
القصرين;م.إ. حناشي;67;65;فريانة;70;نعم;13;34
القصرين;م.إ. اللطايفية;60;56;فريانة;70;نعم;8,328673036;34,84035478
القصرين;م.إ. الرميلة;16;21;حاسي الفريد;20;نعم;9,028372;35,120239
القصرين;م.إ. المزيرعة;204;150;حاسي الفريد;35;نعم;9,021748;35,087737
القصرين;م.إ. القويرة;72;58;حاسي الفريد;40;نعم;8,975602;35,015925
القصرين;م.إ. جبل الخروب;263;180;حاسي الفريد;40;نعم;9,017493;35,057375
القصرين;م.إ. 2 مارس 34 حاسي الفريد;416;267;حاسي الفريد;45;نعم;8,9513331;34,977991
القصرين;م.إ. خنقة الجازية;214;134;حاسي الفريد;45;نعم;9,1130455;35,090439
القصرين;م.إ. المحافير;100;94;حاسي الفريد;50;نعم;8,9068052;34,944452
القصرين;م.إ. عين سالم;58;51;حاسي الفريد;50;نعم;8,3898238;34,918862
القصرين;م.إ. العمامرية;71;62;حاسي الفريد;50;نعم;8,973488;34,95553
القصرين;م.إ. بئر حمودة;65;48;حاسي الفريد;50;نعم;8,896027;35,013869
القصرين;م.إ. الكامور;265;180;حاسي الفريد;55;نعم;8,809728;34,936092
القصرين;م.إ. عين سيدي محمود;132;109;حاسي الفريد;55;نعم;8,844349;34,999673
القصرين;م.إ. الساهلة;115;80;حاسي الفريد;55;نعم;8,972966;34,900729
القصرين;م.إ. اللبيبات;257;102;حاسي الفريد;55;نعم;9,120661;34,997424
القصرين;م.إ. الهشيم;138;102;حاسي الفريد;60;نعم;9,0709173;34,99064
القصرين;م.إ. قصر الطويل;126;134;حاسي الفريد;60;نعم;8,91208;34,866023
القصرين;م.إ. مقسم التراب;221;188;حاسي الفريد;65;نعم;8,827759;34,845876
القصرين;م.إ. الفرش;86;95;حاسي الفريد;65;نعم;8,73545;34,925412
القصرين;م.إ. الفكة;289;254;حاسي الفريد;65;نعم;8,762358;34,857885
القصرين;م.إ. السودان;161;121;حاسي الفريد;70;نعم;8,875551;34,821276
القصرين;م.إ. الدخلة;133;139;حاسي الفريد;75;نعم;8,8466332;34,806056
