"Code","Nom","Adresse","Gouvernorat","Délégation"
"2099","XXX","114, rue cheikh ennaifer - Ain zaghouan nord- prés du clinique la Soukra.","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"2149","XXX","RESIDENCE ""L'HORIZON"" LOCAUX N°3 ET 4 - AIN ZAGHOUAN NORD","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"2166","XXX","84 AVENUE CARTHAGE - AIN ZAGHOUAN","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"2213","XXX","REZ DE CHAUSSEE N°2-C1 - RESIDENCE ""LA BELLE DE CARTHAGE"" - jardin de carthage -ain zaghouan","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"2244","XXX","MAGASIN N°3- R2SIDENCE ESSALEM - LES JARDINS DE CARTHAGE","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"2381","XXX","ANGLE 1, RUE DE CARTHAGE ET 2, RUE TAHA HASSINE - LE KRAM OUEST - LE KRAM - TUNIS","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"2489","XXX","RESIDENCE ARCHE DE CARTHAGE NC 3 - AIN ZAGHOUAN - LES JARDINS DE CARTHAGE - LE KRAM","TUNIS","LE KRAM (ANCIEN EL BHIRA)"
"1225","XXX","avenue habib bourguiba","ZAGHOUAN","BIR MCHARGUA"
"1232","XXX","AVENUE DU MARTYR TAHAR AYARI - JEBEL OUEST - BIR MCHERGA - ZAGHOUAN","ZAGHOUAN","BIR MCHARGUA"
"1221","XXX","1 RUE DE LA REPUBLIQUE EL FAHS","ZAGHOUAN","EL FAHS"
"1222","XXX","32,AVENUE HABIB BOURGUIBA EL FAHS","ZAGHOUAN","EL FAHS"
"1227","XXX","AVENUE DE LA LIBERTE EL FAHS","ZAGHOUAN","EL FAHS"
"1230","XXX","AVENUE DE LA LIBERTE N0 4 EL FAHS-ZAGHOUAN","ZAGHOUAN","EL FAHS"
"1231","XXX","AVENUE HEDI CHAKER EL FAHS","ZAGHOUAN","EL FAHS"
"1429","XXX","rue du magreb","ZAGHOUAN","EL FAHS"
"2496","XXX","ROUTE NATIONALE 4- COMMUNE EL AMAYEM - EL FAHS ZAGHOUAN","ZAGHOUAN","EL FAHS"
"1224","XXX","ENNADHOUR","ZAGHOUAN","NADHOUR"
"1234","XXX","RUE MONGI SLIM NADHOUR","ZAGHOUAN","NADHOUR"
"1777","XXX","AVENUE DE HABIB BOURGUIBA","ZAGHOUAN","NADHOUR"
"1995","XXX","imadat bir chaouech","ZAGHOUAN","NADHOUR"
"1233","XXX","ROUTE ENFIDHA SAOUAF","ZAGHOUAN","SAOUAF"
"1220","XXX","AVENUE DE L'INDEPENDANCE ZAGHOUAN","ZAGHOUAN","ZAGHOUAN"
"1223","XXX","3,AVENUE HABIB BOURGUIBA ZAGHOUAN","ZAGHOUAN","ZAGHOUAN"
"1228","XXX","ZAGHOUAN","ZAGHOUAN","ZAGHOUAN"
"1229","XXX","AVENUE 7 NOVEMBRE No 5 ZAGHOUAN","ZAGHOUAN","ZAGHOUAN"
"1562","XXX","15  AVENUE  DE L' INDEPENDANCE","ZAGHOUAN","ZAGHOUAN"
"1612","XXX","AVENUE DE L' INDEPENDANCE","ZAGHOUAN","ZAGHOUAN"
"2023","XXX","IMADAT MORGAN","ZAGHOUAN","ZAGHOUAN"
"2409","XXX","AVENUE 14 JANVIER - DELEGATION ZAGHOUAN - ZAGHOUAN","ZAGHOUAN","ZAGHOUAN"
"1226","XXX","ZRIBA","ZAGHOUAN","ZRIBA"
"2140","XXX","AVENUE HABIB BOURGUIBA","ZAGHOUAN","ZRIBA"
"2175","XXX","AIN ANSSARIN - IMADAET EJJOUEF EST","ZAGHOUAN","ZRIBA"
