PKLigne;Pk1;LIGNE; TYPE ;Nbre de Voie;PN voisin gare (à indiquer);       TYPE ANI;DE ANP;CDV VPN;ASSAINISSEMENT ZONE ANI;ASSAINISSEMENT ZONE ANP;ASSAINISSEMENT ZONE VPN;CONTACT RAIL ANI;CONTACT RAIL ANP;CONTACT RAIL VPN;DUREE ANNONCE  PAIRE;DUREE ANNONCE IMPAIRE;terre;coupure bipolaire;PN avec clignoteur à mercure;PN dôté d'alim commune;Etat du câblage châssis;Etat de la guérite;PN dôté de minuterie;type Télécontrôle;"ETAT
 BATTERIE";OBSERVATIONS;Observations;Arrondissement;Zone;Latitude;Longitude;Pk Route;Urbain-Rural;Visibilité;Gouvernorat;Institution concernée;Présignalisation
98 , 850L15;98 , 850;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°55'56.53""N";"  8°32'48.07""E";;;;;;
99 , 950L15;99 , 950;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°56'27.25""N";"  8°33'4.26""E";;;;;;
100 , 200L15;100 , 200;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°56'34.22""N";"  8°33'17.25""E";;;;;;
100 , 600L15;100 , 600;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°56'43.70""N";"  8°33'28.76""E";;;;;;
100 , 950L15;100 , 950;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°56'47.15""N";"  8°33'40.97""E";;;;;;
101 , 500L15;101 , 500;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°56'56.86""N";"  8°33'58.46""E";;;;;;
101 , 650L15;101 , 650;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°56'57.13""N";"  8°34'4.49""E";;;;;;
102 , 050L15;102 , 050;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°56'53.96""N";"  8°34'19.39""E";;;;;;
102 , 950L15;102 , 950;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°57'15.48""N";"  8°34'28.45""E";;;;;;
105 , 750L15;105 , 750;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°58'23.51""N";"  8°35'34.35""E";;;;;;
106 , 600L15;106 , 600;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°58'46.50""N";"  8°35'58.35""E";;;;;;
111 , 950L15;111 , 950;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35° 0'50.53""N";"  8°38'20.88""E";;;;;;
118 , 329L15;118 , 329;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35° 2'56.46""N";"  8°40'49.38""E";;;;;;
127 , 300L15;127 , 300;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35° 5'49.59""N";"  8°45'27.16""E";;;;;;
137 , 250L15;137 , 250;15;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35° 9'44.44""N";"  8°48'59.94""E";;;;;;
12 , 350L16;12 , 350;16;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°23'4.39""N";"  8°11'18.66""E";;;;;;
13 , 830L16;13 , 830;16;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°23'3.99""N";"  8°10'40.72""E";;;;;;
15 , 300L16;15 , 300;16;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°23'21.53""N";"  8°10'5.27""E";;;;;;
17 , 015L16;17 , 015;16;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°23'23.78""N";"  8° 9'17.22""E";;;;;;
01 , 715L17;01 , 715;17;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°23'34.24""N";" 10° 6'50.58""E";;;;;;
03 , 550L17;03 , 550;17;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°24'7.50""N";" 10° 5'55.84""E";;;;;;
05 , 450L17;05 , 450;17;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;"34°24'36.15""N";" 10° 4'51.70""E";;;;;;
06 , 760L17;06 , 760;17;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°25'13.33""N";" 10° 4'26.01""E";;;;;;
07 , 750L17;07 , 750;17;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°25'41.12""N";" 10° 4'7.60""E";;;;;;
10 , 250L17;10 , 250;17;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°26'59.87""N";" 10° 3'37.87""E";;;;;;
11 , 500L17;11 , 500;17;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°27'36.93""N";" 10° 3'24.02""E";;;;;;
14 , 050L17;14 , 050;17;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°29'0.26""N";" 10° 3'13.08""E";;;;;;
16 , 800L17;16 , 800;17;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°30'27.58""N";" 10° 3'24.58""E";;;;;;
18 , 200L17;18 , 200;17;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°30'57.37""N";" 10° 2'50.98""E";;;;;;
169 , 086L18;169 , 086;18;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°40'45.30""N";" 10°38'4.62""E";;;;;;
171,900L18;171,9;18;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°39'45.49""N";" 10°39'19.54""E";;;;;;
176 , 979L18;176 , 979;18;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°38'53.11""N";" 10°41'58.88""E";;;;;;
182 , 788L18;182 , 788;18;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°37'41.55""N";" 10°45'32.15""E";;;;;;
183 , 718L18;183 , 718;18;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°37'50.61""N";" 10°46'8.03""E";;;;;;
184 , 255L18;184 , 255;18;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°37'57.20""N";" 10°46'28.15""E";;;;;;
186,895L18;186,895;18;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°38'31.04""N";" 10°48'10.66""E";;;;;;
188 , 770L18;188 , 770;18;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°38'44.32""N";" 10°49'10.73""E";;;;;;
189 , 851L18;189 , 851;18;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°38'32.95""N";" 10°49'50.50""E";;;;;;
191,000L18;191;18;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°38'35.65""N";" 10°50'32.76""E";;;;;;
193,300L18;193,3;18;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°37'57.41""N";" 10°51'52.83""E";;;;;;
194 , 361L18;194 , 361;18;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°37'58.75""N";" 10°52'36.12""E";;;;;;
195 , 532L18;195 , 532;18;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°37'57.13""N";" 10°53'22.10""E";;;;;;
196 , 176L18;196 , 176;18;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°37'41.33""N";" 10°53'35.27""E";;;;;;
01 , 018L19;01 , 018;19;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°35'34.28""N";"  9° 6'4.81""E";;;;;;
01 , 832L19;01 , 832;19;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°35'17.92""N";"  9° 5'38.90""E";;;;;;
03 , 541L19;03 , 541;19;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°34'43.52""N";"  9° 4'44.08""E";;;;;;
04 , 491L19;04 , 491;19;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°34'19.98""N";"  9° 4'6.87""E";;;;;;
06 , 886L19;06 , 886;19;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°33'42.22""N";"  9° 2'49.13""E";;;;;;
07 , 378L19;07 , 378;19;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°33'34.27""N";"  9° 2'39.51""E";;;;;;
07 , 871L19;07 , 871;19;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°33'22.88""N";"  9° 2'25.84""E";;;;;;
08 , 929L19;08 , 929;19;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°32'55.85""N";"  9° 1'58.68""E";;;;;;
10 , 584L19;10 , 584;19;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;"36°32'18.52""N";"  9° 1'11.56""E";;;;;;
11 , 703L19;11 , 703;19;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°31'54.47""N";"  9° 0'37.27""E";;;;;;
12 , 951L19;12 , 951;19;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°31'28.50""N";"  8°59'59.15""E";;;;;;
13 , 964L19;13 , 964;19;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°31'7.15""N";"  8°59'28.29""E";;;;;;
15 , 982L19;15 , 982;19;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°30'28.41""N";"  8°58'31.84""E";;;;;;
16 , 738L19;16 , 738;19;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°30'9.03""N";"  8°58'2.85""E";;;;;;
17 , 300L19;17 , 300;19;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°29'57.32""N";"  8°57'46.57""E";;;;;;
13 , 435L20;13 , 435;20;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36°46'31.59""N";" 10°16'7.50""E";;;;;;
02 , 210L21;02 , 210;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°22'49.42""N";"  8°49'10.81""E";;;;;;
07 , 610L21;07 , 610;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°20'59.32""N";"  8°51'52.03""E";;;;;;
10 , 660L21;10 , 660;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°20'8.19""N";"  8°53'27.98""E";;;;;;
13 , 950L21;13 , 950;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°20'1.90""N";"  8°55'39.94""E";;;;;;
15 , 000L21;15 , 000;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°19'57.19""N";"  8°56'20.08""E";;;;;;
15 , 543L21;15 , 543;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°19'53.34""N";"  8°56'36.93""E";;;;;;
16 , 312L21;16 , 312;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°19'45.98""N";"  8°57'9.52""E";;;;;;
16 , 650L21;16 , 650;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°19'43.12""N";" 8°57'22.22""E";;;;;;
17 , 750L21;17 , 750;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°19'33.66""N";"  8°58'3.67""E";;;;;;
19 , 190L21;19 , 190;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°18'58.50""N";"  8°58'37.78""E";;;;;;
22 , 420L21;22 , 420;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°17'20.39""N";"  8°59'5.95""E";;;;;;
26 , 485L21;26 , 485;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°16'44.64""N";"  9° 1'33.98""E";;;;;;
29 , 500L21;29 , 500;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°16'6.52""N";"  9° 3'24.05""E";;;;;;
31 , 760L21;31 , 760;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°15'42.11""N";"  9° 4'45.71""E";;;;;;
36 , 100L21;36 , 100;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°14'55.60""N";"  9° 7'25.31""E";;;;;;
38 , 762L21;38 , 762;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°14'14.70""N";"  9° 8'49.63""E";;;;;;
41 , 380L21;41 , 380;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°13'24.31""N";"  9°10'12.62""E";;;;;;
42 , 380L21;42 , 380;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°13'4.95""N";"  9°10'48.60""E";;;;;;
54 , 110L21;54 , 110;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°10'44.98""N";"  9°17'35.80""E";;;;;;
55 , 200L21;55 , 200;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°10'43.16""N";"  9°18'17.61""E";;;;;;
56 , 500L21;56 , 500;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°10'40.92""N";"  9°19'8.34""E";;;;;;
57 , 500L21;57 , 500;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°10'39.22""N";"  9°19'46.73""E";;;;;;
58 , 900L21;58 , 900;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°10'36.90""N";"  9°20'42.56""E";;;;;;
59 , 830L21;59 , 830;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°10'35.18""N";"  9°21'19.07""E";;;;;;
61 , 400L21;61 , 400;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°10'32.52""N";"  9°22'20.58""E";;;;;;
62 , 830L21;62 , 830;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°10'30.14""N";"  9°23'16.04""E";;;;;;
66 , 300L21;66 , 300;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°10'24.21""N";"  9°25'31.18""E";;;;;;
75 , 160L21;75 , 160;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°10'9.09""N";"  9°31'16.78""E";;;;;;
76 , 895L21;76 , 895;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°10'6.11""N";"  9°32'24.41""E";;;;;;
79 , 180L21;79 , 180;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34°10'2.21""N";"  9°33'53.68""E";;;;;;
89 , 180L21;89 , 180;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34° 8'6.61""N";"  9°39'44.12""E";;;;;;
91 , 250L21;91 , 250;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34° 7'17.96""N";"  9°40'40.67""E";;;;;;
92 , 930L21;92 , 930;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34° 6'39.14""N";"  9°41'26.22""E";;;;;;
99 , 150L21;99 , 150;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34° 4'5.84""N";"  9°44'3.23""E";;;;;;
100 , 100L21;100 , 100;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34° 3'41.05""N";"  9°44'23.22""E";;;;;;
102 , 400L21;102 , 400;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34° 2'38.17""N";"  9°45'13.45""E";;;;;;
105 , 750L21;105 , 750;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34° 1'11.16""N";"  9°46'8.90""E";;;;;;
106 , 300L21;106 , 300;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34° 1'7.61""N";"  9°46'30.32""E";;;;;;
106 , 800L21;106 , 800;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34° 1'4.95""N";"  9°46'49.94""E";;;;;;
117 , 200L21;117 , 200;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 33°59'45.73""N";"  9°52'58.71""E";;;;;;
120 , 250L21;120 , 250;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 33°59'52.33""N";"  9°54'55.52""E";;;;;;
126 , 250L21;126 , 250;21;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 34° 0'6.85""N";"  9°58'48.20""E";;;;;;
03 , 080L22;03 , 080;22;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°46'55.78""N";" 10°40'8.98""E";;;;;;
27 , 050L22;27 , 050;22;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°42'3.17""N";" 10°49'14.23""E";;;;;;
28 , 674L22;28 , 674;22;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°41'21.31""N";" 10°49'53.16""E";;;;;;
48 , 080L22;48 , 080;22;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 35°36'40.06""N";" 10°59'36.53""E";;;;;;
2,950LCIM;2,95;CIM;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 8'10.60""N";" 10°21'37.78""E";;;;;;
5 , 100LCIM;5 , 100;CIM;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 8'20.49""N";" 10°20'14.87""E";;;;;;
6,120LCIM;6,12;CIM;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 8'5.12""N";" 10°19'42.58""E";;;;;;
7,550LCIM;7,55;CIM;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 36° 8'19.26""N";" 10°18'50.53""E";;;;;;
1,300LCIM;1,3;CIM;CSA;;;;;;;;;;;;;;;;;;;;;;;;;;;" 33°54'39.30""N";" 10° 4'45.97""E";;;;;;
